City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,nola,40.922,14.5329,18.68,90,99,0.47,IT,1715644790
285,milton,34.1322,-84.3007,19.05,88,100,3.87,US,1715644656
286,la'ie,21.6477,-157.9253,27.98,84,19,1.34,US,1715644492
287,praia da vitoria,38.7333,-27.0667,17.14,72,75,4.58,PT,1715644409
288,susuman,62.7833,148.1667,-0.01,84,100,3.58,RU,1715644556
289,santiago del torno,-17.9833,-63.3833,15.1,82,100,3.63,BO,1715644791
290,lamar,33.6668,-95.5836,24.95,79,20,2.57,US,1715644792
291,zakopane,49.299,19.9489,2.24,83,7,2.08,PL,1715644784
292,bardai,11.65,7.2333,28.19,55,71,4.09,NG,1715644532
293,alice springs,-23.7,133.8833,14.75,77,54,5.14,AU,1715644428
294,serhiyivka,46.0272,30.3768,9.21,60,85,4.29,UA,1715644793
295,pacific grove,36.6177,-121.9166,19.66,79,75,4.02,US,1715644529
296,lerwick,60.1545,-1.1494,10.0,97,100,6.93,GB,1715644793
297,weinan,34.5036,109.5089,24.02,48,4,2.0,CN,1715644793
298,ceerigaabo,10.6162,47.368,19.66,71,75,3.58,SO,1715644794
299,enshi,30.3,109.4833,19.42,71,8,0.25,CN,1715644794
300,as sulayyil,20.4607,45.5779,32.14,18,8,3.35,SA,1715644794
301,georgetown,5.4112,100.3354,28.96,83,20,2.06,MY,1715644434
302,kialla,-36.4161,145.3954,13.12,59,0,5.67,AU,1715644795
303,portland,45.5234,-122.6762,23.12,54,40,5.14,US,1715644394
304,tobelo,1.7284,128.0095,28.08,76,98,0.53,ID,1715644795
305,saint-philippe,-21.3585,55.7679,21.77,78,51,3.69,RE,1715644542
306,sambava,-14.2667,50.1667,23.15,88,75,4.73,MG,1715644434
307,dinghaicun,26.2847,119.7936,17.51,67,93,3.21,CN,1715644796
308,kapit,2.0167,112.9333,23.77,100,100,0.66,MY,1715644796
309,mutuali,-14.8706,37.0044,18.23,86,38,1.67,MZ,1715644796
310,challapata,-18.9,-66.7667,12.95,40,10,1.96,BO,1715644797
311,kenora,49.8167,-94.4337,13.54,44,75,3.09,CA,1715644379
312,bratsk,56.1325,101.6142,9.27,60,57,2.99,RU,1715644797
313,tralee,52.2704,-9.7026,9.37,95,98,1.37,IE,1715644797
314,port hedland,-20.3167,118.5667,20.03,94,40,2.57,AU,1715644798
315,yeroham,30.9872,34.9314,13.86,86,9,2.1,IL,1715644798
316,qaqortoq,60.7167,-46.0333,3.17,76,68,1.43,GL,1715644531
317,vadso,70.0744,29.7487,4.49,87,40,2.06,NO,1715644547
318,kosh-agach,50.0,88.6667,11.28,51,100,3.13,RU,1715644799
319,machali,-34.1833,-70.6667,9.06,51,0,0.66,CL,1715644799
320,dudinka,69.4058,86.1778,-1.85,98,100,3.58,RU,1715644388
321,matoury,4.8483,-52.3317,24.98,100,100,2.57,GF,1715644645
322,kashin,57.3592,37.6081,3.29,86,99,2.24,RU,1715644800
323,san fernando de apure,7.8878,-67.4724,28.59,58,58,0.75,VE,1715644552
324,ceres,37.5949,-120.9577,30.98,29,6,5.84,US,1715644800
325,taoudenni,22.6783,-3.9836,34.86,10,12,2.66,ML,1715644401
326,vilyuysk,63.7553,121.6247,2.78,64,72,0.89,RU,1715644528
327,diego de almagro,-26.3667,-70.05,14.73,38,68,1.52,CL,1715644801
328,monteagudo,-19.8167,-63.9833,9.41,87,100,1.72,BO,1715644802
329,cabo san lucas,22.8909,-109.9124,29.78,52,2,4.52,MX,1715644391
330,papatowai,-46.5619,169.4708,12.08,61,10,1.5,NZ,1715644530
331,asentamiento humano nicolas de pierola,-11.95,-76.7,17.3,68,22,0.77,PE,1715644807
332,mount isa,-20.7333,139.5,22.87,38,0,3.09,AU,1715644394
333,miyako,39.6367,141.9525,17.16,42,69,1.46,JP,1715644807
334,maun,-19.9833,23.4167,17.62,51,0,4.04,BW,1715644808
335,bouca,6.5105,18.2733,21.6,92,100,2.12,CF,1715644809
336,pangody,65.85,74.4859,-2.39,93,98,7.57,RU,1715644367
337,port blair,11.6667,92.75,28.4,80,100,2.16,IN,1715644547
338,amas,7.0569,124.9839,28.09,76,55,1.39,PH,1715644810
339,cadale,2.7603,46.3222,27.79,83,81,7.48,SO,1715644811
340,liuhe,42.2401,125.7172,16.87,47,100,4.23,CN,1715644811
341,naze,28.3667,129.4833,22.51,67,100,4.64,JP,1715644437
342,refahiye,39.9008,38.7667,3.1,84,100,2.21,TR,1715644812
343,wynyard,-41.0,145.7167,13.2,56,53,4.99,AU,1715644813
344,seven pagodas,12.6264,80.1722,30.06,72,51,2.36,IN,1715644814
345,tual,-5.6667,132.75,28.32,79,44,9.39,ID,1715644815
346,thames,-37.1333,175.5333,16.28,54,100,0.93,NZ,1715644815
347,hilo,19.7297,-155.09,28.85,74,0,6.69,US,1715644392
348,levuka,50.1834,-105.4011,20.9,37,75,3.09,CA,1715644816
349,tvoroyri,61.5556,-6.8111,8.89,97,100,5.35,FO,1715644423
350,opuwo,-18.0607,13.84,20.01,27,0,2.57,NA,1715644816
351,olmos,-5.9847,-79.7453,20.5,67,52,2.56,PE,1715644817
352,aykhal,66.0,111.5,-0.43,97,98,4.63,RU,1715644817
353,black point,-34.6187,137.8972,15.11,82,96,3.16,AU,1715644818
354,turkestan,43.3333,68.25,19.76,51,59,4.96,KZ,1715644819
355,nova sintra,14.8667,-24.7167,24.26,78,46,8.64,CV,1715644544
356,selfoss,63.9331,-20.9971,2.8,75,53,4.25,IS,1715644820
357,hasaki,35.7333,140.8333,16.27,59,100,9.16,JP,1715644387
358,kangding,30.0513,101.9603,12.53,88,61,1.54,CN,1715644821
359,kiruna,67.8557,20.2251,4.51,87,100,1.03,SE,1715644822
360,garissa,-0.4536,39.6401,25.62,80,92,6.62,KE,1715644822
361,berezovyy,51.6667,135.7,9.78,59,97,1.74,RU,1715644823
362,mana,5.6592,-53.7767,24.86,90,95,5.42,GF,1715644553
363,grenada,37.1882,-3.6067,17.73,52,0,4.12,ES,1715644812
364,yarovoye,52.9273,78.58,14.66,41,63,5.81,RU,1715644823
365,yambio,4.5721,28.3955,24.06,64,95,1.76,SS,1715644824
366,geneina,13.45,22.45,29.25,15,45,5.6,SD,1715644824
367,edgewater,28.9889,-80.9023,26.01,77,75,8.23,US,1715644825
368,argostolion,38.1811,20.489,17.08,45,48,1.4,GR,1715644825
369,palo negro,10.1739,-67.5419,27.79,63,87,1.56,VE,1715644825
370,coahuayana de hidalgo,18.7,-103.6583,28.82,50,8,2.39,MX,1715644406
371,forbes,-33.3833,148.0167,14.63,59,1,2.38,AU,1715644826
372,isola delle femmine,38.1935,13.2488,19.74,88,0,1.54,IT,1715644826
373,iskateley,67.6803,53.1512,-4.43,94,90,3.58,RU,1715644520
374,dehloran,32.6941,47.2679,25.21,45,9,1.66,IR,1715644827
375,labrador city,52.9463,-66.9114,14.95,26,75,1.54,CA,1715644810
376,marmolejo,38.0455,-4.1703,20.76,72,14,2.98,ES,1715644828
377,malvan,16.0667,73.4667,28.38,84,5,3.88,IN,1715644828
378,yuzhno-kurilsk,44.0306,145.8556,8.54,100,33,1.68,RU,1715644419
379,quang ngai,15.1167,108.8,27.07,82,100,1.15,VN,1715644829
380,ciudad general teran,25.2667,-99.6833,37.66,18,0,1.34,MX,1715644829
381,orange walk,17.8333,-88.8333,30.56,61,65,4.12,BZ,1715644829
382,sola,-13.8833,167.55,26.94,81,100,10.77,VU,1715644830
383,antalaha,-14.9003,50.2788,23.13,86,80,3.31,MG,1715644830
384,mazagao,-0.115,-51.2894,27.03,94,61,1.51,BR,1715644830
385,conduaga,8.862,117.4893,29.08,75,78,1.13,PH,1715644831
386,vila velha,-20.3297,-40.2925,27.97,78,0,1.54,BR,1715644640
387,shalya,57.2471,58.7298,-2.96,97,12,1.87,RU,1715644831
388,zyryanskoye,56.8306,86.6258,12.99,63,75,3.64,RU,1715644832
389,san patricio,28.017,-97.5169,26.92,73,16,7.48,US,1715644533
390,luena,-11.7833,19.9167,16.43,56,12,1.21,AO,1715644833
391,college,64.8569,-147.8028,13.18,53,75,4.63,US,1715644529
392,hailey,43.5196,-114.3153,14.62,54,75,6.69,US,1715644834
393,puerto cabezas,14.0351,-83.3888,30.98,66,40,3.09,NI,1715644814
394,birjand,32.8663,59.2211,23.26,14,0,7.2,IR,1715644835
395,antofagasta,-23.65,-70.4,13.6,87,64,2.05,CL,1715644778
396,fortuna,40.5982,-124.1573,14.4,88,100,6.17,US,1715644560
397,enewetak,11.3474,162.3373,27.65,78,93,8.49,MH,1715644525
398,sao jose da coroa grande,-8.8978,-35.1478,26.28,83,18,2.34,BR,1715644425
399,marica,-22.9194,-42.8186,27.95,61,10,2.66,BR,1715644567
400,durres,41.3231,19.4414,14.1,75,94,3.2,AL,1715644836
401,belomorsk,64.5232,34.7668,1.64,99,100,1.52,RU,1715644837
402,gaspe,48.8334,-64.4819,15.12,38,20,3.6,CA,1715644822
403,san juan,-31.5375,-68.5364,9.54,47,95,3.92,AR,1715644571
404,sisimiut,66.9395,-53.6735,-2.17,95,100,3.54,GL,1715644542
405,mount pearl,47.5166,-52.7813,9.19,94,100,1.54,CA,1715644238
406,kushiro,42.975,144.3747,15.53,67,20,3.09,JP,1715644838
407,cody,44.5263,-109.0565,21.47,47,75,5.66,US,1715644838
408,duba-yurt,43.0372,45.7319,8.54,98,100,0.55,RU,1715644838
409,papao,-17.75,-149.55,29.82,72,8,8.84,PF,1715644390
410,zaragoza,41.6561,-0.8773,18.9,70,75,5.66,ES,1715644839
411,ciudad bolivar,8.1222,-63.5497,35.81,26,42,7.47,VE,1715644839
412,soio,-6.1349,12.3689,26.01,91,46,2.53,AO,1715644398
413,port-vila,-17.7338,168.3219,26.78,78,75,5.14,VU,1715644840
414,ulladulla,-35.35,150.4667,16.49,73,0,1.63,AU,1715644840
415,ambovombe,-25.1667,46.0833,20.35,91,0,3.47,MG,1715644840
416,eyl,7.9803,49.8164,28.35,80,83,3.91,SO,1715644841
417,salinopolis,-0.6136,-47.3561,26.7,87,84,4.16,BR,1715644552
418,kruisfontein,-34.0033,24.7314,14.38,95,45,1.63,ZA,1715644426
419,constantia,44.1833,28.65,5.39,73,10,4.75,RO,1715644427
420,esuk oron,4.8029,8.2534,25.15,90,100,0.84,NG,1715644842
421,kavaratti,10.5669,72.642,30.03,72,69,3.47,IN,1715644397
422,spring creek,40.7266,-115.5859,24.83,24,66,2.68,US,1715644842
423,ostuni,40.7276,17.5764,17.38,85,88,3.9,IT,1715644843
424,novokhopersk,51.0969,41.6252,2.55,78,17,1.59,RU,1715644843
425,aba,5.1066,7.3667,24.31,93,100,0.16,NG,1715644843
426,magong,23.5654,119.5863,22.99,70,100,12.25,TW,1715644842
427,okha,53.5739,142.9478,0.14,85,100,1.34,RU,1715644402
428,nar'yan-mar,67.6713,53.087,-4.38,94,92,3.58,RU,1715644534
429,dunkwa,5.9656,-1.78,23.26,98,100,0.79,GH,1715644844
430,ahmadpur east,29.1431,71.2598,30.81,17,0,2.45,PK,1715644844
431,mina clavero,-31.721,-65.0062,5.55,88,95,0.75,AR,1715644845
432,debesy,57.6529,53.8049,-4.28,93,11,1.84,RU,1715644845
433,azpeitia,43.1825,-2.2669,12.46,93,100,2.11,ES,1715644845
434,mogocha,53.7333,119.7667,7.05,28,3,5.84,RU,1715644350
435,kourou,5.1552,-52.6478,25.03,96,100,1.48,GF,1715644807
436,uliastay,47.7417,96.8444,11.53,50,69,1.55,MN,1715644846
437,guozhen,34.3659,107.359,22.05,45,73,1.24,CN,1715644846
438,tafuna,-14.3358,-170.72,28.93,76,100,8.01,AS,1715644846
439,palmer,42.1584,-72.3287,19.34,52,70,0.45,US,1715644432
440,malangali,-8.5667,34.85,16.73,86,71,4.63,TZ,1715644847
441,korla,41.7597,86.1469,25.79,20,100,4.23,CN,1715644412
442,moroni,-11.7022,43.2551,26.51,79,15,6.28,KM,1715644848
443,olean,42.0776,-78.4297,22.32,42,40,2.57,US,1715644831
444,neiafu,-18.65,-173.9833,27.38,78,75,7.72,TO,1715644848
445,coronel dorrego,-38.7187,-61.2873,6.76,71,98,3.21,AR,1715644378
446,bichura,50.5881,107.6022,10.97,33,0,1.31,RU,1715644849
447,dordrecht,51.81,4.6736,18.34,87,4,0.89,NL,1715644849
448,fayetteville,35.0527,-78.8784,25.29,51,0,4.12,US,1715644749
449,"laikit, laikit ii (dimembe)",1.4792,124.9735,27.47,79,20,1.03,ID,1715644849
450,malabar,-33.9667,151.25,20.63,67,20,3.6,AU,1715644850
451,djidiouia,35.9299,0.8287,20.88,50,100,1.81,DZ,1715644850
452,la passe,45.5549,-0.8967,14.13,85,100,5.13,FR,1715644554
453,machico,32.7,-16.7667,21.11,84,40,4.12,PT,1715644851
454,santo antonio,-6.3106,-35.4789,23.46,94,100,2.81,BR,1715644438
455,bodo,67.28,14.405,12.65,76,0,7.2,NO,1715644851
456,lisala,2.15,21.5167,22.75,97,100,1.82,CD,1715644851
457,sibu,2.3,111.8167,26.17,94,40,2.24,MY,1715644852
458,glendive,47.1053,-104.7125,25.79,36,20,4.12,US,1715644841
459,madalena,41.2162,-8.3345,13.03,89,43,1.93,PT,1715644852
460,caleta de carquin,-11.0925,-77.6267,19.04,87,48,2.87,PE,1715644852
461,howard springs,-12.497,131.047,28.95,71,7,5.21,AU,1715644853
462,el granada,37.5027,-122.4694,24.95,75,75,8.23,US,1715644853
463,rethel,49.5,4.3333,12.93,95,3,4.1,FR,1715644853
464,dubbo,-32.25,148.6167,15.07,72,15,2.06,AU,1715644425
465,vancleave,30.5405,-88.6875,23.01,90,100,1.54,US,1715644760
466,bovalino,38.149,16.174,19.08,78,63,1.3,IT,1715644854
467,tynda,55.1667,124.7167,3.23,72,19,5.74,RU,1715644854
468,al bardiyah,31.7561,25.0865,17.0,83,0,2.78,LY,1715644854
469,oum hadjer,13.2954,19.6966,33.31,12,74,4.04,TD,1715644855
470,godhra,22.75,73.6333,30.17,44,100,0.79,IN,1715644855
471,touros,-5.1989,-35.4608,26.28,83,86,3.83,BR,1715644520
472,novodvinsk,64.4165,40.8122,-0.12,97,85,0.74,RU,1715644402
473,tayu,-6.5397,111.0518,25.46,86,19,3.23,ID,1715644811
474,umea,63.8284,20.2597,7.17,87,0,2.06,SE,1715644571
475,kidal,18.4411,1.4078,32.4,9,37,3.53,ML,1715644529
476,erenhot,43.6475,111.9767,11.17,19,100,8.32,CN,1715644856
477,aguiar da beira,40.7832,-7.5269,8.72,99,25,1.81,PT,1715644857
478,xilin hot,43.9667,116.0333,10.35,30,99,9.82,CN,1715644857
479,koryazhma,61.3143,47.1691,-3.38,99,99,0.89,RU,1715644857
480,katsuura,35.1333,140.3,17.38,64,100,10.19,JP,1715644418
481,yorkton,51.2167,-102.4677,10.91,66,0,7.72,CA,1715644802
482,bardejov,49.2918,21.2727,7.89,78,12,1.7,SK,1715644858
483,miri,4.4148,114.0089,26.08,94,40,2.06,MY,1715644858
484,arapgir,39.0412,38.4952,7.92,79,98,3.01,TR,1715644858
485,port moresby,-9.4431,147.1797,27.68,69,20,2.57,PG,1715644555
486,mar del plata,-38.0023,-57.5575,8.94,72,75,7.15,AR,1715644800
487,nemuro,43.3236,145.575,9.34,83,81,3.87,JP,1715644520
488,guerrero negro,27.9769,-114.0611,18.5,70,100,8.34,MX,1715644504
489,acarau,-2.8856,-40.12,26.19,87,21,3.9,BR,1715644385
490,rabo de peixe,37.8,-25.5833,15.73,63,75,4.63,PT,1715644417
491,gillette,44.2911,-105.5022,19.26,46,78,1.77,US,1715644806
492,mili,6.0815,171.735,28.1,79,98,5.46,MH,1715644535
493,rio grande,-32.035,-52.0986,14.06,71,35,7.32,BR,1715644528
494,novi pazar,43.1367,20.5122,9.05,90,80,0.88,RS,1715644861
495,oliva,38.9197,-0.1194,19.24,80,78,3.58,ES,1715644861
496,mersa matruh,31.3525,27.2453,17.11,82,40,2.57,EG,1715644411
497,mengyin,35.7069,117.9264,23.47,36,0,4.17,CN,1715644862
498,lanciano,42.2167,14.3882,17.47,66,100,1.95,IT,1715644862
499,san jose,37.3394,-121.895,26.98,52,0,6.17,US,1715644695
500,paranhos,-23.8928,-55.4311,12.75,99,100,2.81,BR,1715644862
501,trinity beach,-16.7888,145.6968,26.7,83,100,4.63,AU,1715644863
502,san sebastian de la gomera,28.0916,-17.1133,21.32,77,20,1.54,ES,1715644413
503,mgandu,-5.95,34.1333,15.28,84,99,2.9,TZ,1715644863
504,rumoi,43.9344,141.6428,14.97,57,5,0.47,JP,1715644864
505,porto novo,6.4965,2.6036,27.9,87,100,1.87,BJ,1715644397
506,holualoa,19.6228,-155.9522,26.91,81,40,5.66,US,1715644339
507,st. john's,47.5649,-52.7093,9.66,94,100,1.54,CA,1715644265
508,tanout,14.9709,8.8879,31.14,20,95,1.35,NE,1715644865
509,paramonga,-10.6667,-77.8333,19.12,87,62,3.06,PE,1715644865
510,askoy,60.4092,5.226,16.16,39,40,2.57,NO,1715644866
511,ataq,14.5377,46.8319,23.53,52,56,3.81,YE,1715644554
512,nieuw amsterdam,5.8833,-55.0833,26.01,94,75,1.03,SR,1715644373
513,ghat,24.9647,10.1728,29.62,15,84,4.12,LY,1715644867
514,mtsensk,53.2766,36.5733,2.1,80,36,1.51,RU,1715644867
515,sile,41.1754,29.6133,10.32,68,1,1.16,TR,1715644867
516,afega,-13.7973,-171.8531,33.0,70,75,4.12,WS,1715644868
517,guiuan,11.0333,125.7247,28.95,75,42,3.95,PH,1715644868
518,zhanga buqtyrma,49.6295,83.5248,13.72,77,100,1.2,KZ,1715644868
519,le port,-20.9373,55.2919,23.98,73,77,2.72,RE,1715644868
520,whitefish,48.4111,-114.3376,23.06,31,20,6.17,US,1715644869
521,adrar,20.5022,-10.0711,29.14,13,5,4.85,MR,1715644559
522,kailua-kona,19.6406,-155.9956,28.98,79,40,5.66,US,1715644545
523,diyadin,39.5406,43.6713,5.58,89,100,0.57,TR,1715644869
524,lazaro cardenas,17.9583,-102.2,27.72,63,86,5.61,MX,1715644870
525,buka,40.8108,69.1986,20.22,38,32,1.92,UZ,1715644379
526,al muwayh,22.4333,41.7583,26.8,40,5,3.91,SA,1715644870
527,tulucesti,45.5667,28.0333,10.53,64,75,2.28,RO,1715644871
528,diourbel,14.6628,-16.3925,25.99,73,0,5.14,SN,1715644871
529,faya-largeau,17.9257,19.1043,32.08,16,34,11.02,TD,1715644871
530,hampton bays,40.869,-72.5176,14.1,77,0,3.09,US,1715644872
531,ta`u,-14.2336,-169.5144,28.56,77,96,8.11,AS,1715644403
532,romanovo,52.6182,81.2271,12.89,63,1,3.78,RU,1715644872
533,arteche,12.2645,125.4048,29.9,69,46,3.17,PH,1715644873
534,spassk-dal'niy,44.5978,132.8211,12.45,77,100,1.45,RU,1715644873
535,povolzhskiy,53.5854,49.7629,-0.21,82,27,1.59,RU,1715644873
536,galliano,29.4422,-90.2992,25.0,88,100,4.63,US,1715644873
537,armacao de buzios,-22.7469,-41.8817,24.03,67,3,1.74,BR,1715644809
538,bathsheba,13.2167,-59.5167,28.34,83,20,6.17,BB,1715644434
539,dali,25.7,100.1833,17.58,63,76,1.59,CN,1715644875
540,sylvester,31.5307,-83.8354,19.01,96,100,8.89,US,1715644875
541,boquira,-12.8231,-42.7306,27.09,47,65,2.04,BR,1715644875
542,qamdo,31.1667,97.2333,6.54,53,69,2.23,CN,1715644875
543,talodi,10.6325,30.3797,31.42,43,62,1.59,SD,1715644876
544,deqen,29.9618,90.7188,5.87,77,99,2.39,CN,1715644876
545,slave lake,55.2834,-114.769,14.99,41,75,4.63,CA,1715644436
546,kilindoni,-7.9139,39.6668,27.65,76,100,7.36,TZ,1715644876
547,mangrol,21.1167,70.1167,28.1,75,13,3.38,IN,1715644877
548,pozanti,37.4278,34.8717,10.34,78,3,4.33,TR,1715644877
549,eirunepe,-6.6603,-69.8736,24.02,99,95,1.34,BR,1715644877
550,kokopo,-4.352,152.2633,27.53,79,100,4.36,PG,1715644877
551,kilinochchi,9.3961,80.3982,25.68,93,100,1.66,LK,1715644878
552,dera ghazi khan,30.0561,70.6348,29.71,22,0,2.41,PK,1715644878
553,kudahuvadhoo,2.6708,72.8944,28.79,79,100,10.04,MV,1715644878
554,lorengau,-2.0226,147.2712,28.97,81,100,3.82,PG,1715644532
555,majuro,7.0897,171.3803,27.48,84,100,6.27,MH,1715644879
556,boende,-0.2167,20.8667,23.48,92,100,0.98,CD,1715644371
557,bryne,58.7354,5.6477,16.64,50,75,6.17,NO,1715644880
558,igarka,67.4667,86.5833,0.01,83,100,6.26,RU,1715644535
559,dryden,49.7833,-92.7503,12.16,47,0,4.12,CA,1715644627
560,burley,42.5357,-113.7928,16.83,72,100,4.47,US,1715644880
561,kalat,29.0225,66.5916,17.8,27,2,2.14,PK,1715644881
562,kichmengskiy gorodok,59.9816,45.7854,-5.59,98,82,1.34,RU,1715644881
563,sumbawa besar,-8.5,117.4333,25.58,70,89,1.26,ID,1715644881
564,hochheim am main,50.0167,8.35,17.35,86,0,2.06,DE,1715644882
565,fort morgan,40.2503,-103.8,22.68,43,20,4.12,US,1715644676
566,pinotepa de don luis,16.4167,-97.9167,27.98,40,100,2.84,MX,1715644882
567,alofi,-19.0595,-169.9187,26.94,78,100,9.26,NU,1715644546
568,korsakov,46.6328,142.7813,9.91,80,22,2.72,RU,1715644883
569,leer,53.2316,7.461,18.33,83,14,5.08,DE,1715644883
570,margate,51.3813,1.3862,15.17,88,71,0.45,GB,1715644748
